"","Iteration","Chain","Parameter","value","rate"
"537",197,2,"mu_b1",0.78468685021566,"met"
"538",198,2,"mu_b1",0.783481628987343,"met"
"539",199,2,"mu_b1",0.787624153739153,"met"
"540",200,2,"mu_b1",0.759305725153744,"met"
"541",201,2,"mu_b1",0.765518626495561,"met"
"542",202,2,"mu_b1",0.756323576402752,"met"
"543",203,2,"mu_b1",0.803604164859688,"met"
"544",204,2,"mu_b1",0.796736692904591,"met"
"545",205,2,"mu_b1",0.782618086409635,"met"
"546",206,2,"mu_b1",0.753342067916248,"met"
"547",207,2,"mu_b1",0.782123304619778,"met"
"548",208,2,"mu_b1",0.823229648322283,"met"
"549",209,2,"mu_b1",0.801503719570381,"met"
"550",210,2,"mu_b1",0.779500853425557,"met"
"551",211,2,"mu_b1",0.782882342902624,"met"
"552",212,2,"mu_b1",0.76552372015763,"met"
"553",213,2,"mu_b1",0.837685211796877,"met"
"554",214,2,"mu_b1",0.77497655700875,"met"
"555",215,2,"mu_b1",0.793375581717719,"met"
"556",216,2,"mu_b1",0.741291374901445,"met"
"557",217,2,"mu_b1",0.78217503061266,"met"
"558",218,2,"mu_b1",0.792411463075071,"met"
"559",219,2,"mu_b1",0.800642439833884,"met"
"560",220,2,"mu_b1",0.816340356522731,"met"
"561",221,2,"mu_b1",0.786291365319299,"met"
"562",222,2,"mu_b1",0.790622165393894,"met"
"563",223,2,"mu_b1",0.809854783117824,"met"
"564",224,2,"mu_b1",0.800706448647792,"met"
"565",225,2,"mu_b1",0.832387708613795,"met"
"566",226,2,"mu_b1",0.781844841613643,"met"
"567",227,2,"mu_b1",0.767801058313972,"met"
"568",228,2,"mu_b1",0.801217376025833,"met"
"569",229,2,"mu_b1",0.771834594896159,"met"
"570",230,2,"mu_b1",0.778605577926082,"met"
"571",231,2,"mu_b1",0.794999767689241,"met"
"572",232,2,"mu_b1",0.799769889684021,"met"
"573",233,2,"mu_b1",0.759892935201912,"met"
"574",234,2,"mu_b1",0.785531110135165,"met"
"575",235,2,"mu_b1",0.797872536364189,"met"
"576",236,2,"mu_b1",0.782194133863879,"met"
"577",237,2,"mu_b1",0.767646295646524,"met"
"578",238,2,"mu_b1",0.777926393181399,"met"
"579",239,2,"mu_b1",0.792292589011854,"met"
"580",240,2,"mu_b1",0.774974682639438,"met"
"581",241,2,"mu_b1",0.808014126191061,"met"
"582",242,2,"mu_b1",0.788457804147159,"met"
"583",243,2,"mu_b1",0.769008633910331,"met"
"584",244,2,"mu_b1",0.78185665680272,"met"
"585",245,2,"mu_b1",0.783646610396182,"met"
"586",246,2,"mu_b1",0.767181521126389,"met"
"587",247,2,"mu_b1",0.783428914892457,"met"
"588",248,2,"mu_b1",0.767680631799966,"met"
"589",249,2,"mu_b1",0.769992355059494,"met"
"590",250,2,"mu_b1",0.806449704753004,"met"
"591",251,2,"mu_b1",0.809718763820555,"met"
"592",252,2,"mu_b1",0.770387522374429,"met"
"593",253,2,"mu_b1",0.790367602726949,"met"
"594",254,2,"mu_b1",0.780840975659156,"met"
"595",255,2,"mu_b1",0.768788577343618,"met"
"596",256,2,"mu_b1",0.807983518880642,"met"
"597",257,2,"mu_b1",0.81273751984204,"met"
"598",258,2,"mu_b1",0.768407760566711,"met"
"599",259,2,"mu_b1",0.764283609177248,"met"
"600",260,2,"mu_b1",0.831245231959789,"met"
"601",261,2,"mu_b1",0.798322138572691,"met"
"602",262,2,"mu_b1",0.787257001855512,"met"
"603",263,2,"mu_b1",0.794020844485109,"met"
"604",264,2,"mu_b1",0.742866142689359,"met"
"605",265,2,"mu_b1",0.769716355140749,"met"
"606",266,2,"mu_b1",0.816740770469493,"met"
"607",267,2,"mu_b1",0.839023090853002,"met"
"608",268,2,"mu_b1",0.736715803891978,"met"
"609",269,2,"mu_b1",0.799552816757402,"met"
"610",270,2,"mu_b1",0.767954872254799,"met"
"611",271,2,"mu_b1",0.798823152517769,"met"
"612",272,2,"mu_b1",0.79500164045308,"met"
"613",273,2,"mu_b1",0.801988563469908,"met"
"614",274,2,"mu_b1",0.778358175305261,"met"
"615",275,2,"mu_b1",0.79823433266066,"met"
"616",276,2,"mu_b1",0.81125889616152,"met"
"617",277,2,"mu_b1",0.783431799881514,"met"
"618",278,2,"mu_b1",0.769249603078929,"met"
"619",279,2,"mu_b1",0.74398090090991,"met"
"620",280,2,"mu_b1",0.78131049871541,"met"
"621",281,2,"mu_b1",0.761457685135772,"met"
"622",282,2,"mu_b1",0.802787867512867,"met"
"623",283,2,"mu_b1",0.786232169233145,"met"
"624",284,2,"mu_b1",0.806315038352959,"met"
"625",285,2,"mu_b1",0.763506316704613,"met"
"626",286,2,"mu_b1",0.815052445276212,"met"
"627",287,2,"mu_b1",0.818083051501263,"met"
"628",288,2,"mu_b1",0.763477474637187,"met"
"629",289,2,"mu_b1",0.778441529565408,"met"
"630",290,2,"mu_b1",0.80961790566239,"met"
"631",291,2,"mu_b1",0.781485451321177,"met"
"632",292,2,"mu_b1",0.845582598142414,"met"
"633",293,2,"mu_b1",0.770862166998396,"met"
"634",294,2,"mu_b1",0.801699145299263,"met"
"635",295,2,"mu_b1",0.792795192825237,"met"
"636",296,2,"mu_b1",0.802753614201398,"met"
"637",297,2,"mu_b1",0.803401156641902,"met"
"638",298,2,"mu_b1",0.792365897045564,"met"
"639",299,2,"mu_b1",0.770156708133346,"met"
"640",300,2,"mu_b1",0.802697829113765,"met"
"641",301,2,"mu_b1",0.809700016325451,"met"
"642",302,2,"mu_b1",0.789104392408072,"met"
"643",303,2,"mu_b1",0.770052733307434,"met"
"644",304,2,"mu_b1",0.840496702619037,"met"
"645",305,2,"mu_b1",0.799750031034575,"met"
"646",306,2,"mu_b1",0.827438381203,"met"
"647",307,2,"mu_b1",0.802763467830109,"met"
"648",308,2,"mu_b1",0.781405345242526,"met"
"649",309,2,"mu_b1",0.822186133452553,"met"
"650",310,2,"mu_b1",0.771693108097455,"met"
"651",311,2,"mu_b1",0.766888426751183,"met"
"652",312,2,"mu_b1",0.818756147439137,"met"
"653",313,2,"mu_b1",0.859266579155686,"met"
"654",314,2,"mu_b1",0.795870667669074,"met"
"655",315,2,"mu_b1",0.773666721477079,"met"
"656",316,2,"mu_b1",0.757136997505426,"met"
"657",317,2,"mu_b1",0.803612023385531,"met"
"658",318,2,"mu_b1",0.797897899614711,"met"
"659",319,2,"mu_b1",0.759467276864834,"met"
"660",320,2,"mu_b1",0.77140251388008,"met"
"661",321,2,"mu_b1",0.82393127093685,"met"
"662",322,2,"mu_b1",0.809551592774445,"met"
"663",323,2,"mu_b1",0.783586185458768,"met"
"664",324,2,"mu_b1",0.776596868255092,"met"
"665",325,2,"mu_b1",0.803980387218627,"met"
"666",326,2,"mu_b1",0.781888779838474,"met"
"667",327,2,"mu_b1",0.773948495448206,"met"
"668",328,2,"mu_b1",0.784049154378402,"met"
"669",329,2,"mu_b1",0.728590993636115,"met"
"670",330,2,"mu_b1",0.793907678529739,"met"
"671",331,2,"mu_b1",0.815013602769509,"met"
"672",332,2,"mu_b1",0.798301278116,"met"
"673",333,2,"mu_b1",0.789287194694918,"met"
"674",334,2,"mu_b1",0.796009447432919,"met"
"675",335,2,"mu_b1",0.811749426557317,"met"
"676",336,2,"mu_b1",0.79728553511058,"met"
"677",337,2,"mu_b1",0.81923439221777,"met"
"678",338,2,"mu_b1",0.779777594230402,"met"
"679",339,2,"mu_b1",0.770579064342518,"met"
"680",340,2,"mu_b1",0.737458948639166,"met"
"681",1,3,"mu_b1",0.825564485113372,"met"
"682",2,3,"mu_b1",0.809403505650455,"met"
"683",3,3,"mu_b1",0.772989806635817,"met"
"684",4,3,"mu_b1",0.767853445937434,"met"
"685",5,3,"mu_b1",0.762754366176745,"met"
"686",6,3,"mu_b1",0.745761787717652,"met"
"687",7,3,"mu_b1",0.816319096727344,"met"
"688",8,3,"mu_b1",0.789529008794206,"met"
"689",9,3,"mu_b1",0.790257713326242,"met"
"690",10,3,"mu_b1",0.756723363650487,"met"
"691",11,3,"mu_b1",0.793319703527841,"met"
"692",12,3,"mu_b1",0.812568947998449,"met"
"693",13,3,"mu_b1",0.807221268815859,"met"
"694",14,3,"mu_b1",0.780963303903594,"met"
"695",15,3,"mu_b1",0.780194849647235,"met"
"696",16,3,"mu_b1",0.771802916820574,"met"
"697",17,3,"mu_b1",0.779489631992411,"met"
"698",18,3,"mu_b1",0.801131374356386,"met"
"699",19,3,"mu_b1",0.813002919037294,"met"
"700",20,3,"mu_b1",0.807396533654556,"met"
"701",21,3,"mu_b1",0.821315944039228,"met"
"702",22,3,"mu_b1",0.816069659051602,"met"
"703",23,3,"mu_b1",0.777365031242046,"met"
"704",24,3,"mu_b1",0.741326567205567,"met"
"705",25,3,"mu_b1",0.76383314325295,"met"
"706",26,3,"mu_b1",0.802923858743409,"met"
"707",27,3,"mu_b1",0.777378058104391,"met"
"708",28,3,"mu_b1",0.778013537597072,"met"
"709",29,3,"mu_b1",0.752196869480981,"met"
"710",30,3,"mu_b1",0.786005704836941,"met"
"711",31,3,"mu_b1",0.811981616693996,"met"
"712",32,3,"mu_b1",0.773792309976302,"met"
"713",33,3,"mu_b1",0.804748059390251,"met"
"714",34,3,"mu_b1",0.815314353328035,"met"
"715",35,3,"mu_b1",0.763429582511507,"met"
"716",36,3,"mu_b1",0.771484715555208,"met"
"717",37,3,"mu_b1",0.82717152785104,"met"
"718",38,3,"mu_b1",0.795269542919263,"met"
"719",39,3,"mu_b1",0.765944235518291,"met"
"720",40,3,"mu_b1",0.777320070434973,"met"
"721",41,3,"mu_b1",0.809018647838883,"met"
"722",42,3,"mu_b1",0.798297129529235,"met"
"723",43,3,"mu_b1",0.801888505319159,"met"
"724",44,3,"mu_b1",0.739140760342581,"met"
"725",45,3,"mu_b1",0.728202202162135,"met"
"726",46,3,"mu_b1",0.782360179348302,"met"
"727",47,3,"mu_b1",0.803576875288911,"met"
"728",48,3,"mu_b1",0.791255134021518,"met"
"729",49,3,"mu_b1",0.756397090064621,"met"
"730",50,3,"mu_b1",0.806364770281183,"met"
"731",51,3,"mu_b1",0.82012342222708,"met"
"732",52,3,"mu_b1",0.766151770979051,"met"
"733",53,3,"mu_b1",0.75640618344812,"met"
"734",54,3,"mu_b1",0.805585200615145,"met"
"735",55,3,"mu_b1",0.789023259481472,"met"
"736",56,3,"mu_b1",0.789375957385254,"met"
"737",57,3,"mu_b1",0.772102880204525,"met"
"738",58,3,"mu_b1",0.815259558965795,"met"
"739",59,3,"mu_b1",0.822248928093856,"met"
"740",60,3,"mu_b1",0.814482834347714,"met"
"741",61,3,"mu_b1",0.799040470418092,"met"
"742",62,3,"mu_b1",0.814349687179441,"met"
"743",63,3,"mu_b1",0.764754280705426,"met"
"744",64,3,"mu_b1",0.774842101089383,"met"
"745",65,3,"mu_b1",0.837213042704679,"met"
"746",66,3,"mu_b1",0.784390262261962,"met"
"747",67,3,"mu_b1",0.800477955466397,"met"
"748",68,3,"mu_b1",0.797086279992748,"met"
"749",69,3,"mu_b1",0.79306502090894,"met"
"750",70,3,"mu_b1",0.78894745957985,"met"
"751",71,3,"mu_b1",0.766264510670701,"met"
"752",72,3,"mu_b1",0.828436224271792,"met"
"753",73,3,"mu_b1",0.802741305725699,"met"
"754",74,3,"mu_b1",0.755695545181615,"met"
"755",75,3,"mu_b1",0.783489674759175,"met"
"756",76,3,"mu_b1",0.816468047231284,"met"
"757",77,3,"mu_b1",0.837561222344434,"met"
"758",78,3,"mu_b1",0.818738294614458,"met"
"759",79,3,"mu_b1",0.798563130543686,"met"
"760",80,3,"mu_b1",0.768251216403464,"met"
"761",81,3,"mu_b1",0.832597637929378,"met"
"762",82,3,"mu_b1",0.808019312870513,"met"
"763",83,3,"mu_b1",0.804265597856386,"met"
"764",84,3,"mu_b1",0.843609105251068,"met"
"765",85,3,"mu_b1",0.813216302642241,"met"
"766",86,3,"mu_b1",0.771848944598592,"met"
"767",87,3,"mu_b1",0.822517721285475,"met"
"768",88,3,"mu_b1",0.753384974372398,"met"
"769",89,3,"mu_b1",0.826798387312781,"met"
"770",90,3,"mu_b1",0.808423657302985,"met"
"771",91,3,"mu_b1",0.822903036864448,"met"
"772",92,3,"mu_b1",0.762005083293769,"met"
"773",93,3,"mu_b1",0.808848019433252,"met"
"774",94,3,"mu_b1",0.795101408193964,"met"
"775",95,3,"mu_b1",0.79494331423949,"met"
"776",96,3,"mu_b1",0.765839061626931,"met"
"777",97,3,"mu_b1",0.77118993119471,"met"
"778",98,3,"mu_b1",0.819328050482722,"met"
"779",99,3,"mu_b1",0.766908111636213,"met"
"780",100,3,"mu_b1",0.816630258468622,"met"
"781",101,3,"mu_b1",0.770268577139518,"met"
"782",102,3,"mu_b1",0.777870819884747,"met"
"783",103,3,"mu_b1",0.797063821721372,"met"
"784",104,3,"mu_b1",0.790789552229138,"met"
"785",105,3,"mu_b1",0.792009392050709,"met"
"786",106,3,"mu_b1",0.794060313316341,"met"
"787",107,3,"mu_b1",0.826625603612484,"met"
"788",108,3,"mu_b1",0.803543776897989,"met"
"789",109,3,"mu_b1",0.788014492661076,"met"
"790",110,3,"mu_b1",0.808101948647388,"met"
"791",111,3,"mu_b1",0.798333061916278,"met"
"792",112,3,"mu_b1",0.805161674601451,"met"
"793",113,3,"mu_b1",0.776407017574779,"met"
"794",114,3,"mu_b1",0.795516873489199,"met"
"795",115,3,"mu_b1",0.817372240371055,"met"
"796",116,3,"mu_b1",0.796957638728519,"met"
"797",117,3,"mu_b1",0.779487589455533,"met"
"798",118,3,"mu_b1",0.773940902415014,"met"
"799",119,3,"mu_b1",0.784843781944746,"met"
"800",120,3,"mu_b1",0.75449794280351,"met"
"801",121,3,"mu_b1",0.78262058162277,"met"
"802",122,3,"mu_b1",0.820928089756842,"met"
"803",123,3,"mu_b1",0.768449450737367,"met"
"804",124,3,"mu_b1",0.788251203206999,"met"
"805",125,3,"mu_b1",0.759582006571981,"met"
"806",126,3,"mu_b1",0.831371131872833,"met"
"807",127,3,"mu_b1",0.799187427168185,"met"
"808",128,3,"mu_b1",0.811013591183881,"met"
"809",129,3,"mu_b1",0.771832932993393,"met"
"810",130,3,"mu_b1",0.794594077336692,"met"
"811",131,3,"mu_b1",0.787857177202148,"met"
"812",132,3,"mu_b1",0.796450628701776,"met"
"813",133,3,"mu_b1",0.763219860458203,"met"
"814",134,3,"mu_b1",0.763736241083798,"met"
"815",135,3,"mu_b1",0.793564294962852,"met"
"816",136,3,"mu_b1",0.807037793905494,"met"
"817",137,3,"mu_b1",0.832171839848464,"met"
"818",138,3,"mu_b1",0.777466334315277,"met"
"819",139,3,"mu_b1",0.760126041521358,"met"
"820",140,3,"mu_b1",0.785527991021955,"met"
"821",141,3,"mu_b1",0.840790398323296,"met"
"822",142,3,"mu_b1",0.795494648094031,"met"
"823",143,3,"mu_b1",0.829607879287257,"met"
"824",144,3,"mu_b1",0.805597794837867,"met"
"825",145,3,"mu_b1",0.814858160747793,"met"
"826",146,3,"mu_b1",0.793228130646289,"met"
"827",147,3,"mu_b1",0.771113854054484,"met"
"828",148,3,"mu_b1",0.808493508407283,"met"
"829",149,3,"mu_b1",0.776602640177755,"met"
"830",150,3,"mu_b1",0.777881601218077,"met"
"831",151,3,"mu_b1",0.820655854640872,"met"
"832",152,3,"mu_b1",0.810514391552861,"met"
"833",153,3,"mu_b1",0.757725156036871,"met"
"834",154,3,"mu_b1",0.724658336279665,"met"
"835",155,3,"mu_b1",0.793966110402847,"met"
"836",156,3,"mu_b1",0.739199348594162,"met"
"837",157,3,"mu_b1",0.806196073605049,"met"
"838",158,3,"mu_b1",0.765348240709983,"met"
"839",159,3,"mu_b1",0.749461889117969,"met"
"840",160,3,"mu_b1",0.815603411555445,"met"
"841",161,3,"mu_b1",0.820822368792356,"met"
"842",162,3,"mu_b1",0.789073053663718,"met"
"843",163,3,"mu_b1",0.813412703133217,"met"
"844",164,3,"mu_b1",0.785493941055487,"met"
"845",165,3,"mu_b1",0.811861956566434,"met"
"846",166,3,"mu_b1",0.77391566744777,"met"
"847",167,3,"mu_b1",0.770236116887917,"met"
"848",168,3,"mu_b1",0.769767837294572,"met"
"849",169,3,"mu_b1",0.837587388403076,"met"
"850",170,3,"mu_b1",0.807422907883277,"met"
"851",171,3,"mu_b1",0.819273260887634,"met"
"852",172,3,"mu_b1",0.799009051972991,"met"
"853",173,3,"mu_b1",0.780697449395065,"met"
"854",174,3,"mu_b1",0.811593869800332,"met"
"855",175,3,"mu_b1",0.804813485325484,"met"
"856",176,3,"mu_b1",0.761531812442233,"met"
"857",177,3,"mu_b1",0.796932211880398,"met"
"858",178,3,"mu_b1",0.858931350627702,"met"
"859",179,3,"mu_b1",0.786095869778369,"met"
"860",180,3,"mu_b1",0.783398496877811,"met"
"861",181,3,"mu_b1",0.78936523896067,"met"
"862",182,3,"mu_b1",0.766530846423148,"met"
"863",183,3,"mu_b1",0.819189430701811,"met"
"864",184,3,"mu_b1",0.81270222012705,"met"
"865",185,3,"mu_b1",0.753070129011351,"met"
"866",186,3,"mu_b1",0.735862860985159,"met"
"867",187,3,"mu_b1",0.777377998167753,"met"
"868",188,3,"mu_b1",0.813041042250647,"met"
"869",189,3,"mu_b1",0.77942631008924,"met"
"870",190,3,"mu_b1",0.821334986653916,"met"
"871",191,3,"mu_b1",0.801873678388068,"met"
"872",192,3,"mu_b1",0.726823384842321,"met"
"873",193,3,"mu_b1",0.764222298133835,"met"
"874",194,3,"mu_b1",0.791778520026609,"met"
"875",195,3,"mu_b1",0.805844718953991,"met"
"876",196,3,"mu_b1",0.824227804056927,"met"
"877",197,3,"mu_b1",0.844970207426626,"met"
"878",198,3,"mu_b1",0.782470576828481,"met"
"879",199,3,"mu_b1",0.801009345418967,"met"
"880",200,3,"mu_b1",0.829535974860845,"met"
"881",201,3,"mu_b1",0.802415863712104,"met"
"882",202,3,"mu_b1",0.786977219352438,"met"
"883",203,3,"mu_b1",0.780617625653322,"met"
"884",204,3,"mu_b1",0.767715219265211,"met"
"885",205,3,"mu_b1",0.796650756909976,"met"
"886",206,3,"mu_b1",0.765407689604245,"met"
"887",207,3,"mu_b1",0.769724418704394,"met"
"888",208,3,"mu_b1",0.76610712085894,"met"
"889",209,3,"mu_b1",0.809211399543966,"met"
"890",210,3,"mu_b1",0.802103538571345,"met"
"891",211,3,"mu_b1",0.792236161924496,"met"
"892",212,3,"mu_b1",0.791237898204961,"met"
"893",213,3,"mu_b1",0.796220536069076,"met"
"894",214,3,"mu_b1",0.787572708361915,"met"
"895",215,3,"mu_b1",0.769009950475555,"met"
"896",216,3,"mu_b1",0.815462753783406,"met"
"897",217,3,"mu_b1",0.796717382492702,"met"
"898",218,3,"mu_b1",0.774742106479565,"met"
"899",219,3,"mu_b1",0.752215891092652,"met"
"900",220,3,"mu_b1",0.777094110082125,"met"
"901",221,3,"mu_b1",0.784610968160515,"met"
"902",222,3,"mu_b1",0.791162717455069,"met"
"903",223,3,"mu_b1",0.803722353612134,"met"
"904",224,3,"mu_b1",0.775883621004155,"met"
"905",225,3,"mu_b1",0.796904289343162,"met"
"906",226,3,"mu_b1",0.773437765722762,"met"
"907",227,3,"mu_b1",0.780176961232969,"met"
"908",228,3,"mu_b1",0.816936392476595,"met"
"909",229,3,"mu_b1",0.763129486247507,"met"
"910",230,3,"mu_b1",0.778904790429921,"met"
"911",231,3,"mu_b1",0.774418174151543,"met"
"912",232,3,"mu_b1",0.769173056894706,"met"
"913",233,3,"mu_b1",0.776526076460422,"met"
"914",234,3,"mu_b1",0.779067684477017,"met"
"915",235,3,"mu_b1",0.789167096689736,"met"
"916",236,3,"mu_b1",0.789073276464533,"met"
"917",237,3,"mu_b1",0.750723659924325,"met"
"918",238,3,"mu_b1",0.766032754604528,"met"
"919",239,3,"mu_b1",0.784121040905945,"met"
"920",240,3,"mu_b1",0.803943704916933,"met"
"921",241,3,"mu_b1",0.808068214794138,"met"
"922",242,3,"mu_b1",0.833082782228501,"met"
"923",243,3,"mu_b1",0.812230789787396,"met"
"924",244,3,"mu_b1",0.76241775673846,"met"
"925",245,3,"mu_b1",0.788182147701692,"met"
"926",246,3,"mu_b1",0.756609732144775,"met"
"927",247,3,"mu_b1",0.744189260903344,"met"
"928",248,3,"mu_b1",0.788118508586085,"met"
"929",249,3,"mu_b1",0.776432804958629,"met"
"930",250,3,"mu_b1",0.732975401756912,"met"
"931",251,3,"mu_b1",0.780485389674606,"met"
"932",252,3,"mu_b1",0.790273588101465,"met"
"933",253,3,"mu_b1",0.775059632385435,"met"
"934",254,3,"mu_b1",0.763832506644468,"met"
"935",255,3,"mu_b1",0.766040739142268,"met"
"936",256,3,"mu_b1",0.798175246131392,"met"
"937",257,3,"mu_b1",0.774804845069367,"met"
"938",258,3,"mu_b1",0.789614927090786,"met"
"939",259,3,"mu_b1",0.784828227554322,"met"
"940",260,3,"mu_b1",0.804866381249859,"met"
"941",261,3,"mu_b1",0.795034284372033,"met"
"942",262,3,"mu_b1",0.797496116418829,"met"
"943",263,3,"mu_b1",0.808407028759945,"met"
"944",264,3,"mu_b1",0.759906833632348,"met"
"945",265,3,"mu_b1",0.765281890349861,"met"
"946",266,3,"mu_b1",0.798027456486664,"met"
"947",267,3,"mu_b1",0.794845705410051,"met"
"948",268,3,"mu_b1",0.800986869824681,"met"
"949",269,3,"mu_b1",0.803060415109665,"met"
"950",270,3,"mu_b1",0.777928611319329,"met"
"951",271,3,"mu_b1",0.826940675826914,"met"
"952",272,3,"mu_b1",0.757003875563444,"met"
"953",273,3,"mu_b1",0.792176186878029,"met"
"954",274,3,"mu_b1",0.816092387489442,"met"
"955",275,3,"mu_b1",0.786502646031746,"met"
"956",276,3,"mu_b1",0.835691887757893,"met"
"957",277,3,"mu_b1",0.745932894039213,"met"
"958",278,3,"mu_b1",0.822851495944295,"met"
"959",279,3,"mu_b1",0.80647970852661,"met"
"960",280,3,"mu_b1",0.813064752201245,"met"
"961",281,3,"mu_b1",0.774194504727431,"met"
"962",282,3,"mu_b1",0.788111925954974,"met"
"963",283,3,"mu_b1",0.849039461291421,"met"
"964",284,3,"mu_b1",0.74679648402172,"met"
"965",285,3,"mu_b1",0.786090654605048,"met"
"966",286,3,"mu_b1",0.806041892565565,"met"
"967",287,3,"mu_b1",0.787488566012654,"met"
"968",288,3,"mu_b1",0.768798204545047,"met"
"969",289,3,"mu_b1",0.770786465054685,"met"
"970",290,3,"mu_b1",0.74538702563969,"met"
"971",291,3,"mu_b1",0.793440088132834,"met"
"972",292,3,"mu_b1",0.792943909425095,"met"
"973",293,3,"mu_b1",0.773696831753636,"met"
"974",294,3,"mu_b1",0.78987624823038,"met"
"975",295,3,"mu_b1",0.821943486953312,"met"
"976",296,3,"mu_b1",0.816222790386518,"met"
"977",297,3,"mu_b1",0.81467634152431,"met"
"978",298,3,"mu_b1",0.773403225048193,"met"
"979",299,3,"mu_b1",0.783904845303021,"met"
"980",300,3,"mu_b1",0.771424831485192,"met"
"981",301,3,"mu_b1",0.850408810883532,"met"
"982",302,3,"mu_b1",0.76338280367827,"met"
"983",303,3,"mu_b1",0.77527636592318,"met"
"984",304,3,"mu_b1",0.798007280133516,"met"
"985",305,3,"mu_b1",0.826732403193569,"met"
"986",306,3,"mu_b1",0.832176902826034,"met"
"987",307,3,"mu_b1",0.79380117351351,"met"
"988",308,3,"mu_b1",0.827202918397625,"met"
"989",309,3,"mu_b1",0.745032206712348,"met"
"990",310,3,"mu_b1",0.779555523447825,"met"
"991",311,3,"mu_b1",0.775591424008203,"met"
"992",312,3,"mu_b1",0.833483846992963,"met"
"993",313,3,"mu_b1",0.815391386191749,"met"
"994",314,3,"mu_b1",0.792050637539366,"met"
"995",315,3,"mu_b1",0.786092659640497,"met"
"996",316,3,"mu_b1",0.792612865451631,"met"
"997",317,3,"mu_b1",0.794546189841747,"met"
"998",318,3,"mu_b1",0.788981393245891,"met"
"999",319,3,"mu_b1",0.775925901830545,"met"
"1000",320,3,"mu_b1",0.823226913506867,"met"
